duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_type,label
2.28,udp,ssh,REJ,54,25,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,288,440,0.91,0.18,0.02,0.05,0.58,0.12,0.13,28,156,0.37,0.04,0.17,0.07,0.18,0.31,0.14,0.27,neptune,1
4.73,udp,pop3,S0,2858,864,0,0,0,17,0,1,1,0,0,0,2,0,2,0,0,0,494,329,0.28,0.13,0.07,0.1,0.76,0.08,0.01,255,150,0.94,0.26,0.02,0.14,0.0,0.14,0.0,0.19,normal,0
1.44,tcp,auth,SF,7462,2244,0,0,0,17,0,1,2,0,0,0,0,0,4,0,0,0,468,269,0.11,0.18,0.1,0.08,0.86,0.16,0.01,208,40,0.6,0.39,0.05,0.13,0.06,0.13,0.05,0.01,normal,0
0.58,udp,telnet,RSTR,15865,31,1,0,0,10,0,1,0,0,0,0,1,0,1,0,0,0,230,489,0.15,0.0,0.07,0.04,0.9,0.12,0.06,52,216,0.95,0.03,0.09,0.05,0.06,0.05,0.21,0.01,normal,0
0.34,tcp,domain_u,SF,1108,40,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,500,304,0.1,0.43,0.08,0.16,0.49,0.18,0.21,29,114,0.51,0.02,0.22,0.05,0.03,0.12,0.01,0.09,portsweep,2
0.21,tcp,smtp,SF,1705,17,0,2,0,1,0,0,7,0,0,0,0,0,3,0,0,0,316,9,0.02,0.11,0.1,0.0,0.56,0.1,0.02,26,219,0.46,0.05,0.01,0.06,0.99,0.32,0.09,0.22,neptune,1
4.84,udp,smtp,SF,404,3749,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,49,309,0.13,0.06,0.12,0.3,0.71,0.16,0.02,50,14,0.97,0.12,0.13,0.19,0.04,0.14,0.01,0.07,normal,0
4.37,icmp,pop3,SF,2005,1783,0,0,0,15,0,1,2,0,0,0,0,0,0,0,0,0,108,387,0.11,0.15,0.23,0.0,0.96,0.1,0.1,248,224,0.57,0.06,0.23,0.0,0.27,0.04,0.03,0.09,normal,0
0.07,tcp,ssh,S0,938,47,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,427,292,0.65,0.95,0.14,0.09,0.16,0.09,0.01,179,7,0.06,0.0,0.15,0.04,0.79,0.89,0.0,0.08,neptune,1
0.37,tcp,finger,REJ,91,119,0,0,0,4,0,1,5,0,0,0,0,0,1,0,0,0,399,134,0.34,0.12,0.0,0.04,0.99,0.2,0.01,201,129,0.33,0.16,0.08,0.02,0.12,0.09,0.08,0.05,satan,2
0.06,tcp,pop3,RSTR,1875,232,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,293,426,0.33,0.97,0.07,0.11,0.07,0.14,0.03,185,216,0.06,0.07,0.04,0.1,0.31,0.82,0.11,0.04,neptune,1
0.19,tcp,private,SF,1379,175,0,0,0,4,0,1,3,0,0,0,2,0,1,0,0,0,381,218,0.13,0.1,0.12,0.07,0.91,0.03,0.06,198,25,0.04,0.03,0.05,0.01,0.22,0.0,0.0,0.04,guess_passwd,3
0.12,udp,pop3,SF,190,138,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,189,276,0.24,0.07,0.21,0.15,0.21,0.05,0.02,8,56,0.97,0.07,0.12,0.02,0.05,0.12,0.11,0.04,nmap,2
0.19,udp,dns,SF,1097,31,0,0,0,3,0,1,1,0,0,0,0,0,2,0,0,0,203,409,0.17,0.16,0.04,0.03,0.93,0.17,0.16,247,98,0.28,0.03,0.05,0.03,0.11,0.12,0.22,0.11,portsweep,2
6.96,tcp,smtp,S2,3980,4778,0,0,0,5,0,1,1,0,0,0,0,0,1,0,0,0,197,222,0.01,0.12,0.01,0.03,0.93,0.06,0.2,146,173,0.9,0.42,0.18,0.04,0.01,0.06,0.2,0.03,normal,0
0.35,udp,pop3,SF,82,6,0,0,0,0,0,0,8,0,0,0,1,0,3,0,0,0,486,260,0.14,0.04,0.1,0.01,0.28,0.12,0.05,115,100,0.21,0.06,0.04,0.05,0.03,0.03,0.16,0.05,ipsweep,2
0.11,tcp,ssh,RSTR,1302,47,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,472,420,0.58,0.47,0.12,0.08,0.31,0.07,0.1,107,87,0.41,0.12,0.03,0.25,0.04,0.51,0.09,0.0,neptune,1
0.0,tcp,domain_u,SF,494,933,0,0,0,11,0,1,2,0,0,0,1,0,3,0,0,0,189,120,0.41,0.16,0.13,0.01,0.89,0.02,0.05,247,102,0.93,0.03,0.09,0.02,0.18,0.14,0.15,0.06,normal,0
0.27,tcp,smtp,S3,159,207,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,336,379,0.87,0.36,0.17,0.14,0.47,0.08,0.02,10,87,0.22,0.0,0.05,0.0,0.47,0.44,0.21,0.01,neptune,1
0.2,tcp,http,S0,1437,118,0,0,0,2,2,0,8,0,0,0,2,0,2,0,0,0,484,437,0.6,0.58,0.08,0.15,0.09,0.01,0.03,156,205,0.99,0.07,0.45,0.0,0.52,0.4,0.01,0.16,pod,1
0.02,udp,auth,SF,5358,5399,0,0,0,4,0,1,2,0,0,0,1,0,1,0,0,0,262,67,0.11,0.07,0.23,0.04,1.0,0.36,0.04,8,113,0.82,0.02,0.1,0.11,0.03,0.02,0.01,0.13,normal,0
0.11,udp,ftp,SF,6139,2657,0,0,0,10,0,1,0,0,0,0,2,0,0,0,0,0,135,425,0.08,0.14,0.03,0.07,0.98,0.13,0.1,113,242,0.84,0.0,0.1,0.13,0.07,0.06,0.3,0.06,normal,0
0.04,tcp,imap,SF,992,49,0,0,0,2,0,1,6,0,0,0,2,0,2,0,0,0,111,456,0.6,0.67,0.02,0.09,0.92,0.13,0.04,244,215,0.37,0.01,0.14,0.03,0.56,0.22,0.01,0.29,neptune,1
2.84,tcp,dns,SF,14228,2265,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,124,84,0.13,0.04,0.01,0.13,0.93,0.11,0.1,192,148,0.95,0.08,0.08,0.32,0.14,0.16,0.03,0.31,normal,0
1.08,tcp,dns,SF,904,1546,0,0,0,12,1,1,1,0,0,0,0,0,4,0,0,0,178,21,0.1,0.09,0.51,0.28,0.86,0.03,0.14,243,157,0.99,0.08,0.11,0.02,0.09,0.28,0.07,0.14,normal,0
1.2,tcp,dns,S1,3972,9184,0,0,0,12,0,1,2,0,0,0,0,0,4,0,0,0,117,340,0.02,0.14,0.21,0.04,0.98,0.12,0.12,135,167,0.9,0.13,0.12,0.3,0.21,0.01,0.24,0.11,normal,0
0.37,tcp,dns,REJ,9672,5334,0,0,0,6,0,1,1,0,0,0,2,0,1,0,0,0,87,40,0.19,0.1,0.02,0.11,0.9,0.0,0.14,136,118,1.0,0.05,0.16,0.1,0.17,0.07,0.04,0.03,normal,0
0.11,udp,http,SF,10,41,0,0,0,0,0,1,5,0,0,0,2,0,2,0,0,0,354,40,0.57,0.32,0.04,0.11,0.7,0.12,0.32,94,85,0.21,0.02,0.28,0.04,0.34,0.1,0.03,0.01,smurf,1
1.69,tcp,dns,REJ,4125,921,0,0,0,17,0,1,0,0,0,0,1,0,3,0,0,0,440,333,0.03,0.07,0.0,0.01,0.95,0.07,0.07,246,107,0.83,0.03,0.0,0.37,0.01,0.04,0.1,0.14,normal,0
0.17,udp,http,SF,2413,20,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,424,471,0.18,0.44,0.2,0.13,0.86,0.03,0.17,146,238,0.14,0.05,0.24,0.25,0.42,0.5,0.01,0.02,neptune,1
0.04,udp,ssh,SF,0,126,0,0,0,3,0,1,1,0,0,0,2,0,4,0,0,0,483,192,0.01,0.05,0.38,0.15,0.76,0.01,0.16,18,108,0.71,0.08,0.19,0.01,0.05,0.09,0.19,0.09,satan,2
2.44,udp,auth,SF,690,821,0,0,0,6,0,1,2,0,0,0,0,0,3,0,0,0,470,466,0.11,0.01,0.05,0.21,0.98,0.17,0.06,201,69,0.88,0.21,0.2,0.04,0.05,0.28,0.08,0.13,normal,0
0.04,icmp,ssh,SF,1937,321,0,0,0,1,0,0,8,0,0,0,2,0,2,0,0,0,130,398,0.37,0.96,0.05,0.03,0.78,0.03,0.04,3,249,0.68,0.09,0.21,0.03,0.03,0.5,0.02,0.07,smurf,1
0.14,tcp,finger,S1,2590,6246,0,0,0,8,0,1,1,0,0,0,1,0,0,0,0,0,119,382,0.03,0.1,0.11,0.23,0.84,0.13,0.03,129,243,0.97,0.02,0.32,0.06,0.04,0.1,0.1,0.13,normal,0
0.24,tcp,domain_u,SF,541,5736,0,0,0,17,0,1,0,0,0,0,0,0,2,0,0,0,250,320,0.0,0.04,0.28,0.06,0.91,0.02,0.23,230,178,0.72,0.12,0.01,0.02,0.11,0.13,0.04,0.35,normal,0
0.75,tcp,dns,SF,1732,3413,0,0,0,4,0,1,0,0,0,0,2,0,4,0,0,0,63,480,0.2,0.06,0.06,0.01,0.93,0.09,0.26,117,182,1.0,0.08,0.0,0.02,0.07,0.14,0.0,0.04,normal,0
1.39,udp,auth,SF,674,59,0,0,0,1,0,1,5,0,0,0,1,0,1,0,0,0,95,244,0.34,0.75,0.13,0.3,0.47,0.29,0.11,15,17,0.54,0.25,0.06,0.43,0.44,0.98,0.2,0.12,neptune,1
0.71,udp,pop3,S2,75,88,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,1,338,182,0.36,0.19,0.03,0.23,0.92,0.02,0.04,180,2,0.24,0.11,0.16,0.25,0.11,0.57,0.28,0.01,neptune,1
0.75,tcp,domain_u,SF,4009,1802,0,0,0,3,1,1,0,0,0,0,1,0,2,0,0,0,409,74,0.12,0.07,0.03,0.1,0.76,0.02,0.01,57,93,0.98,0.05,0.08,0.1,0.21,0.05,0.12,0.03,normal,0
0.11,udp,telnet,SF,848,35,0,0,0,1,0,0,4,0,0,0,2,0,2,0,0,0,198,282,0.03,0.05,0.03,0.17,0.75,0.2,0.03,55,66,0.22,0.16,0.04,0.39,0.07,0.0,0.11,0.27,satan,2
0.6,tcp,dns,SF,363,157,0,0,0,1,0,0,3,0,0,0,0,0,4,0,0,0,339,251,0.96,0.98,0.0,0.1,0.68,0.06,0.01,133,246,0.72,0.07,0.05,0.03,0.92,0.82,0.19,0.01,smurf,1
0.07,tcp,smtp,SF,873,268,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,171,413,0.26,0.07,0.13,0.15,0.95,0.09,0.25,43,131,0.99,0.02,0.08,0.02,0.02,0.14,0.0,0.03,normal,0
3.33,tcp,imap,SF,18869,955,0,0,0,12,0,1,1,0,0,0,1,0,4,0,0,0,488,410,0.07,0.05,0.13,0.04,0.97,0.12,0.04,254,130,0.95,0.18,0.11,0.02,0.02,0.04,0.14,0.09,normal,0
0.29,tcp,private,S0,233,677,0,0,0,2,0,1,2,0,0,0,1,0,1,0,0,0,221,362,0.24,0.01,0.1,0.0,0.97,0.05,0.18,66,60,0.99,0.0,0.11,0.05,0.04,0.11,0.08,0.03,normal,0
0.71,tcp,domain_u,SF,18382,898,0,0,0,10,0,1,2,0,0,0,2,0,4,0,0,0,310,363,0.02,0.03,0.01,0.13,0.98,0.06,0.03,116,131,0.95,0.05,0.07,0.01,0.01,0.08,0.06,0.02,normal,0
0.77,tcp,ssh,SF,586,1303,0,0,0,11,0,1,2,0,0,0,1,0,1,0,0,0,509,60,0.09,0.17,0.07,0.06,0.97,0.11,0.2,61,53,0.94,0.12,0.21,0.02,0.06,0.04,0.07,0.01,normal,0
0.03,udp,smtp,SF,412,53,0,0,0,2,0,1,0,0,0,0,2,0,3,0,0,0,293,15,0.03,0.12,0.18,0.01,0.56,0.1,0.03,194,62,0.54,0.03,0.06,0.06,0.13,0.03,0.0,0.03,guess_passwd,3
0.65,tcp,ssh,SF,63,37,0,0,0,0,0,1,5,0,0,0,0,0,4,0,0,0,96,293,0.77,0.36,0.24,0.02,0.92,0.0,0.13,232,126,0.99,0.11,0.27,0.05,0.89,0.98,0.24,0.2,neptune,1
0.96,udp,smtp,S2,161,28,0,0,0,1,1,1,3,0,0,0,1,0,2,0,0,0,44,82,0.03,0.06,0.01,0.07,0.78,0.09,0.05,182,150,0.07,0.03,0.03,0.03,0.15,0.06,0.24,0.12,ftp_write,3
0.64,tcp,domain_u,RSTO,1761,5204,0,0,0,5,0,1,1,0,0,0,1,0,3,0,0,0,444,355,0.19,0.02,0.03,0.02,0.83,0.33,0.01,176,138,0.55,0.02,0.0,0.0,0.12,0.02,0.07,0.14,normal,0
0.28,udp,http,SH,847,35,0,0,0,1,0,1,7,0,0,0,1,0,3,0,0,0,441,112,0.27,0.94,0.05,0.1,0.43,0.09,0.05,168,154,0.14,0.06,0.05,0.18,0.17,0.38,0.01,0.07,neptune,1
2.1,icmp,ssh,SF,933,631,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,272,156,0.05,0.17,0.07,0.08,0.87,0.02,0.1,126,17,0.82,0.02,0.06,0.18,0.35,0.04,0.11,0.1,normal,0
1.05,tcp,auth,RSTO,1346,91,0,0,0,2,0,0,9,0,0,0,0,0,3,0,0,0,14,136,0.55,0.82,0.11,0.05,0.4,0.02,0.01,45,146,0.37,0.07,0.04,0.31,0.44,0.13,0.16,0.1,neptune,1
1.39,icmp,private,RSTO,5167,61,0,0,0,6,0,1,2,0,0,0,1,0,2,0,0,0,429,28,0.18,0.15,0.08,0.07,0.89,0.02,0.02,17,187,0.96,0.04,0.22,0.03,0.05,0.11,0.11,0.24,normal,0
0.46,udp,dns,RSTR,307,8,0,0,0,2,0,0,4,0,0,0,1,0,2,0,0,0,219,498,0.75,0.57,0.21,0.08,0.77,0.14,0.05,28,252,0.15,0.39,0.16,0.09,0.21,0.43,0.06,0.01,smurf,1
2.37,tcp,ftp,RSTO,4333,353,0,0,0,18,0,1,2,0,0,0,0,0,4,0,0,0,297,245,0.12,0.05,0.1,0.07,0.75,0.16,0.03,151,222,0.63,0.29,0.19,0.15,0.04,0.28,0.03,0.02,normal,0
0.09,tcp,smtp,RSTO,123,113,0,0,0,2,0,1,7,0,0,0,0,0,0,0,0,0,225,79,0.13,0.04,0.14,0.43,0.68,0.08,0.26,180,152,0.47,0.17,0.0,0.07,0.12,0.05,0.26,0.05,satan,2
0.24,tcp,auth,REJ,4608,1815,0,0,0,7,0,1,2,0,0,0,1,0,0,0,0,0,21,351,0.08,0.06,0.32,0.05,0.95,0.09,0.03,157,58,0.99,0.12,0.11,0.05,0.02,0.02,0.05,0.23,normal,0
3.12,tcp,pop3,SF,3142,1999,0,0,0,16,0,1,1,0,0,0,1,0,1,0,0,0,159,198,0.15,0.06,0.06,0.12,0.74,0.0,0.02,251,123,0.92,0.04,0.16,0.08,0.03,0.08,0.1,0.17,normal,0
0.14,tcp,pop3,SF,197,86,0,0,0,2,0,0,1,0,0,0,1,0,3,0,0,0,400,506,0.97,0.9,0.31,0.06,0.25,0.13,0.21,32,212,0.56,0.03,0.18,0.03,0.99,0.86,0.09,0.04,pod,1
0.75,tcp,telnet,REJ,652,605,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,366,227,0.0,0.05,0.07,0.29,0.95,0.04,0.18,48,179,0.97,0.19,0.39,0.03,0.16,0.02,0.08,0.15,normal,0
0.14,tcp,auth,SF,1649,1597,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,78,270,0.17,0.07,0.11,0.12,0.99,0.17,0.17,227,233,0.78,0.14,0.0,0.03,0.0,0.07,0.33,0.02,normal,0
3.96,tcp,private,S1,2209,3165,0,0,0,6,0,1,2,0,0,0,0,0,2,0,0,0,155,60,0.01,0.01,0.04,0.08,0.93,0.08,0.14,111,225,0.82,0.11,0.09,0.01,0.01,0.03,0.35,0.03,normal,0
0.01,icmp,imap,S0,1979,268,0,0,0,0,0,0,6,0,0,0,1,0,2,0,0,0,216,26,0.02,0.02,0.03,0.04,0.44,0.02,0.04,20,113,0.98,0.07,0.04,0.08,0.1,0.05,0.29,0.15,nmap,2
0.13,icmp,ftp,REJ,200,38,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,508,230,0.21,0.0,0.06,0.1,0.49,0.09,0.07,124,43,0.76,0.1,0.05,0.0,0.08,0.09,0.02,0.04,ipsweep,2
1.26,udp,telnet,SF,312,3482,0,0,0,17,0,1,0,0,0,0,2,0,0,0,0,0,510,208,0.14,0.12,0.05,0.24,0.92,0.04,0.01,55,38,0.72,0.16,0.06,0.05,0.05,0.23,0.01,0.14,normal,0
1.66,tcp,http,SF,18965,811,0,0,0,13,0,1,0,0,0,0,0,0,1,0,0,0,358,233,0.23,0.01,0.48,0.04,1.0,0.01,0.24,83,170,0.98,0.15,0.12,0.01,0.06,0.12,0.04,0.09,normal,0
2.62,tcp,private,REJ,2220,1821,0,0,0,12,0,1,2,0,0,0,0,0,0,0,0,0,398,251,0.11,0.21,0.01,0.04,0.98,0.04,0.01,50,58,0.9,0.03,0.34,0.09,0.07,0.12,0.05,0.21,normal,0
0.04,udp,pop3,SF,82,14,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,8,218,0.9,0.06,0.04,0.06,0.07,0.12,0.01,102,49,0.38,0.06,0.17,0.21,0.01,0.48,0.15,0.07,neptune,1
0.09,tcp,pop3,SF,820,57,0,0,0,3,0,0,4,0,0,0,2,0,0,0,0,0,229,150,0.32,0.95,0.07,0.05,0.36,0.01,0.08,179,13,0.63,0.35,0.11,0.37,0.94,0.07,0.3,0.15,smurf,1
0.44,udp,pop3,SF,991,49,0,0,0,4,0,1,4,0,0,0,0,0,1,0,0,0,367,180,0.11,0.25,0.02,0.02,0.21,0.06,0.24,180,194,0.99,0.12,0.13,0.13,0.14,0.06,0.17,0.04,ipsweep,2
2.12,tcp,telnet,SF,3726,3415,0,0,0,2,0,1,0,0,0,0,1,0,4,0,0,0,460,266,0.05,0.12,0.15,0.02,0.92,0.11,0.16,63,224,0.97,0.02,0.36,0.0,0.19,0.21,0.02,0.05,normal,0
0.1,tcp,finger,SF,360,123,0,0,0,1,0,1,3,0,0,0,0,0,2,0,0,1,397,328,0.23,0.12,0.04,0.17,0.22,0.1,0.06,92,142,0.98,0.04,0.2,0.1,0.03,0.0,0.21,0.4,nmap,2
1.35,tcp,private,SF,12523,5861,0,0,0,3,0,1,2,0,0,0,1,0,1,0,0,0,314,175,0.11,0.0,0.02,0.12,0.88,0.13,0.04,224,72,1.0,0.06,0.08,0.04,0.1,0.06,0.08,0.21,normal,0
0.8,icmp,dns,SF,1664,85,0,0,0,4,0,0,5,0,0,0,1,0,1,0,0,0,237,272,0.12,0.02,0.02,0.1,0.04,0.2,0.05,240,95,0.75,0.19,0.13,0.03,0.23,0.3,0.08,0.01,ipsweep,2
0.3,udp,private,SF,127,366,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,333,481,0.34,0.68,0.07,0.13,0.52,0.05,0.06,177,98,0.51,0.09,0.06,0.14,0.3,0.82,0.15,0.04,neptune,1
1.07,tcp,private,RSTO,1111,5184,0,0,0,11,0,1,0,0,0,0,0,0,4,0,0,0,393,143,0.06,0.2,0.16,0.01,0.91,0.02,0.01,176,161,0.99,0.01,0.17,0.02,0.05,0.21,0.03,0.07,normal,0
0.21,tcp,ftp,SH,527,243,0,0,0,3,0,0,0,0,0,0,2,0,3,0,0,1,81,197,0.49,0.34,0.03,0.03,0.44,0.12,0.01,229,161,0.56,0.01,0.07,0.05,0.37,0.78,0.12,0.15,neptune,1
0.41,tcp,smtp,SF,5559,9504,0,0,0,3,3,1,2,0,0,0,0,0,2,0,0,0,241,23,0.28,0.16,0.12,0.04,0.93,0.27,0.01,66,1,0.81,0.05,0.07,0.0,0.0,0.08,0.13,0.11,normal,0
0.16,udp,finger,SF,1630,596,0,0,0,8,0,1,1,0,0,0,1,0,3,0,0,0,324,176,0.03,0.15,0.08,0.02,0.95,0.02,0.01,113,134,0.91,0.03,0.08,0.02,0.04,0.04,0.1,0.05,normal,0
0.33,tcp,private,SF,855,124,0,0,0,0,0,1,7,0,0,0,0,0,4,0,0,0,511,146,0.05,0.07,0.14,0.4,0.72,0.09,0.04,223,164,0.24,0.09,0.02,0.03,0.01,0.06,0.24,0.06,ipsweep,2
0.01,tcp,private,SF,477,531,0,0,0,3,0,1,3,0,0,0,2,0,0,0,0,0,53,142,0.29,0.99,0.01,0.04,0.82,0.1,0.1,226,6,0.45,0.16,0.24,0.1,0.81,0.68,0.04,0.0,neptune,1
0.9,udp,imap,S0,4873,502,0,0,0,1,0,1,2,0,0,0,2,0,2,0,0,0,46,445,0.16,0.12,0.04,0.36,0.64,0.15,0.11,208,157,0.95,0.11,0.0,0.03,0.03,0.31,0.04,0.2,normal,0
0.0,tcp,domain_u,SF,205,3,0,0,0,4,0,0,6,1,1,1,2,1,2,0,0,0,193,298,0.08,0.16,0.27,0.04,0.68,0.07,0.07,229,242,0.02,0.27,0.03,0.03,0.08,0.11,0.09,0.25,buffer_overflow,4
0.4,tcp,telnet,SF,688,81,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,112,146,0.83,0.79,0.01,0.0,0.07,0.04,0.38,174,206,0.96,0.04,0.02,0.04,0.1,0.74,0.24,0.06,pod,1
0.98,tcp,telnet,S0,8438,5763,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,62,119,0.04,0.06,0.02,0.1,0.93,0.1,0.18,202,217,0.81,0.1,0.25,0.03,0.27,0.02,0.18,0.07,normal,0
0.87,udp,ftp,SF,92,50,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,188,390,0.1,0.25,0.08,0.02,0.09,0.03,0.15,97,213,0.86,0.0,0.0,0.07,0.14,0.16,0.02,0.05,ipsweep,2
7.87,tcp,private,S0,47478,1714,0,0,0,17,0,1,2,0,0,0,0,0,3,0,0,0,378,365,0.06,0.08,0.03,0.02,0.97,0.03,0.07,25,99,0.99,0.26,0.1,0.13,0.27,0.07,0.03,0.07,normal,0
0.11,tcp,auth,SF,857,0,0,0,0,4,1,1,7,0,0,0,0,0,2,0,0,0,337,451,0.06,0.07,0.08,0.01,0.19,0.22,0.0,20,208,0.75,0.15,0.13,0.01,0.06,0.11,0.25,0.01,ipsweep,2
1.89,tcp,imap,SF,502,115,0,0,0,7,0,1,1,0,0,0,0,0,2,0,0,1,188,164,0.06,0.1,0.13,0.04,0.88,0.0,0.01,71,150,0.9,0.11,0.09,0.04,0.08,0.03,0.26,0.08,normal,0
0.06,udp,finger,SF,860,217,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,18,54,0.74,0.87,0.03,0.02,0.4,0.01,0.05,155,179,0.47,0.0,0.01,0.03,0.44,0.05,0.01,0.08,smurf,1
3.22,icmp,auth,SF,11888,6199,0,0,0,11,0,1,1,0,0,0,0,0,4,0,0,0,209,403,0.13,0.03,0.04,0.24,0.96,0.04,0.01,26,18,0.98,0.29,0.02,0.14,0.02,0.19,0.03,0.02,normal,0
0.8,tcp,private,SF,10962,77,0,0,0,8,0,1,0,0,0,0,0,0,1,0,0,0,496,483,0.05,0.08,0.07,0.01,0.82,0.08,0.0,94,253,0.95,0.19,0.21,0.15,0.07,0.02,0.27,0.06,normal,0
0.28,tcp,ftp,REJ,1466,11,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,31,66,0.0,0.04,0.05,0.04,0.86,0.1,0.06,133,152,0.69,0.15,0.27,0.07,0.01,0.18,0.07,0.08,nmap,2
0.55,udp,domain_u,OTH,285,2,0,0,0,1,2,1,8,0,0,0,0,0,1,0,0,0,198,287,0.6,0.32,0.32,0.19,0.69,0.03,0.08,42,47,0.45,0.2,0.0,0.03,0.28,0.4,0.43,0.21,smurf,1
0.08,udp,http,SF,1182,25,0,0,0,0,0,0,9,0,0,0,1,0,1,0,0,0,113,408,0.14,0.67,0.05,0.07,0.14,0.49,0.11,5,134,0.67,0.0,0.12,0.13,0.55,0.28,0.0,0.03,neptune,1
0.14,udp,auth,SF,23,268,0,3,0,2,0,0,0,0,0,0,1,0,2,0,0,0,256,391,0.03,0.14,0.02,0.06,0.74,0.1,0.17,113,209,0.29,0.04,0.28,0.05,0.1,0.19,0.35,0.02,satan,2
0.15,tcp,http,SF,26,558,0,0,0,2,0,0,8,0,0,0,2,0,3,0,0,0,112,103,0.53,0.9,0.15,0.04,0.9,0.08,0.07,247,69,0.14,0.12,0.02,0.06,1.0,0.66,0.08,0.19,smurf,1
1.41,udp,pop3,SF,6528,832,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,55,427,0.0,0.1,0.22,0.05,0.96,0.06,0.0,22,224,0.74,0.14,0.04,0.19,0.11,0.06,0.07,0.01,normal,0
0.23,icmp,ftp,SF,305,14,0,0,0,3,0,1,8,0,0,0,1,0,2,0,0,0,42,31,0.57,0.03,0.05,0.13,0.38,0.05,0.03,36,160,0.51,0.12,0.1,0.16,0.46,0.5,0.03,0.3,smurf,1
3.9,icmp,private,REJ,860,65,0,0,0,9,1,1,1,0,0,0,1,0,2,0,0,0,229,259,0.15,0.26,0.07,0.01,0.93,0.17,0.09,187,12,0.99,0.1,0.25,0.12,0.11,0.05,0.01,0.09,normal,0
0.29,tcp,telnet,SH,635,11,0,0,0,2,0,1,5,0,0,0,1,0,2,0,0,0,314,415,0.02,0.15,0.22,0.09,0.41,0.31,0.06,234,165,0.16,0.0,0.02,0.01,0.44,0.05,0.04,0.0,satan,2
0.28,tcp,ssh,SF,957,98,0,0,0,3,0,0,2,0,0,0,2,0,4,0,0,0,441,469,0.1,0.33,0.08,0.13,0.08,0.05,0.33,45,247,0.68,0.02,0.03,0.18,0.13,0.24,0.68,0.02,ipsweep,2
0.62,tcp,auth,SF,301,72,0,0,0,1,0,1,7,0,0,0,2,0,1,0,0,0,130,394,0.65,0.64,0.0,0.28,0.52,0.04,0.05,106,28,0.18,0.11,0.09,0.01,0.08,0.4,0.28,0.08,neptune,1
0.14,udp,domain_u,S0,842,3,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,493,253,0.12,0.18,0.1,0.16,0.89,0.22,0.04,178,234,0.59,0.11,0.04,0.05,0.37,0.93,0.38,0.04,teardrop,1
3.52,udp,domain_u,SF,8942,1256,0,0,0,5,0,1,0,0,0,0,1,0,4,0,0,0,137,105,0.0,0.0,0.08,0.02,0.99,0.1,0.17,201,99,0.88,0.17,0.14,0.11,0.03,0.13,0.14,0.07,normal,0
0.14,udp,private,S0,23,81,0,0,0,3,0,0,1,0,0,0,2,0,2,0,0,0,128,185,0.66,0.34,0.14,0.04,0.69,0.03,0.09,235,136,0.16,0.27,0.05,0.12,0.96,0.08,0.06,0.24,neptune,1
0.4,udp,auth,SF,582,386,0,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,73,366,0.3,0.82,0.23,0.23,0.14,0.14,0.08,220,22,0.18,0.11,0.32,0.19,0.43,0.66,0.04,0.01,neptune,1
0.03,udp,pop3,S1,204,23,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,169,266,0.17,0.27,0.01,0.03,0.03,0.04,0.04,140,94,0.43,0.28,0.01,0.01,0.05,0.09,0.08,0.1,ftp_write,3
